,Unnamed: 0.1,Unnamed: 0,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10,FairDen2,FairDen3,FairDen4,FairDen5,FairDen6,FairDen7,FairDen8,FairDen9,FairDen10
1534,1534,19166,4,22,117618,13,0,25,0,0,1,0,1,1,0,0,3,0,2,0,1,2,3,1,5,5,2,4,1,3,1,2,3,2,8,6,3,1,2,3,2,1,6,0,8,8
1535,1535,15046,4,62,245491,13,99999,40,1,1,1,1,1,2,2,0,-1,2,1,-1,4,3,-1,3,4,-1,0,2,-1,5,5,-1,4,8,-1,4,1,1,1,-1,-1,-1,-1,-1,-1,-1
1536,1536,7817,4,41,116493,9,13550,44,1,0,1,1,1,2,1,1,2,1,1,0,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1,1,1,0,2,1,3,6,5,5
1537,1537,40879,4,58,49159,9,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,5,3,7,0,0,1,1,5,0,7,7,0
1538,1538,33501,4,42,60949,14,0,45,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
1539,1539,5215,4,54,392502,10,0,40,1,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0,0,2,2,0,3,5,5,1,9
1540,1540,2210,4,39,179352,10,0,35,0,0,0,0,0,0,1,1,1,1,1,1,0,3,5,3,1,4,1,6,0,7,6,4,8,4,5,3,8,0,0,1,0,3,5,1,2,0
1541,1541,23278,4,31,207505,16,0,70,1,0,1,1,1,2,2,0,2,2,2,0,4,1,3,5,3,3,5,5,3,1,3,0,6,7,6,1,6,1,1,0,2,1,3,6,5,5
1542,1542,25468,4,44,222596,9,0,50,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,1,3,4,4,7,5,3,6,0,0,1,0,3,5,1,2,0
1543,1543,45846,4,25,478836,10,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,0,1,5,1,2
1544,1544,19967,4,56,147989,10,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1545,1545,29905,4,47,219632,3,0,40,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,3,0,5,1,2,2,4,0,6,3,8,3
1546,1546,41729,4,28,335542,9,0,50,0,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,2,2,0,3,5,5,2,9
1547,1547,39751,2,80,151959,9,0,15,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,0,5,1,5,5,2,4,1,8,4,1,1,2,3,2,1,3,0,8,8
1548,1548,5504,4,48,94461,9,0,16,0,0,1,0,0,1,1,1,0,0,1,0,2,2,3,1,5,5,6,4,1,6,1,2,5,2,8,4,1,1,2,2,2,0,6,0,8,8
1549,1549,15000,4,32,309513,9,0,50,0,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,2,2,0,3,5,5,2,9
1550,1550,48294,4,24,374763,7,0,40,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
1551,1551,3221,4,53,135102,9,0,45,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1552,1552,18376,4,28,246974,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,1,0,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9,0,0,1,1,2,4,2,3,1
1553,1553,628,4,33,205469,10,0,40,1,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8,0,0,1,1,5,0,7,7,4
1554,1554,3222,4,25,113436,10,0,35,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2,0,0,1,1,5,0,7,7,0
1555,1555,41200,4,19,450200,10,0,30,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,5,3,5,1,0,0,2,2,6,3,9,0,1,2,2,4,0,6,3,8,3
1556,1556,21047,4,63,110610,6,0,50,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,1,4,5,2,1,1,8,0,5,1,2,2,4,0,6,0,8,8
1557,1557,19647,0,37,116358,9,27828,48,1,0,1,1,1,2,2,1,2,2,1,3,4,3,4,3,4,2,0,5,4,5,5,7,4,1,7,4,1,1,1,0,3,4,2,4,6,6
1558,1558,9743,4,57,298507,13,3103,40,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,5,5,2,1,5,2,2,4,8,8,4,1,1,2,3,2,1,6,0,8,8
1559,1559,21272,4,26,195555,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1560,1560,42091,1,57,344381,10,7688,75,1,0,1,0,1,2,1,1,2,1,1,3,0,3,4,3,4,2,0,5,4,5,5,7,4,1,7,4,1,1,1,0,3,4,2,4,6,6
1561,1561,20066,4,36,199439,14,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
1562,1562,31466,2,48,207982,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1563,1563,38056,2,28,138976,9,0,48,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1,0,0,1,0,3,5,1,2,0
1564,1564,41968,4,26,472411,10,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,3,1,5,1,2
1565,1565,6736,4,81,122651,10,0,15,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,1,2,7,1,1,2,3,2,1,3,6,0,7
1566,1566,33237,4,57,186361,11,0,40,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7,0,0,1,0,3,5,1,2,0
1567,1567,16974,4,30,399522,7,0,40,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
1568,1568,33700,4,82,220667,4,0,40,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,4,1,3,4,5,0,1,1,6,0,5,1,1,0,3,4,2,6,5,5
1569,1569,15821,4,47,72896,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1570,1570,29695,4,64,267198,15,0,16,0,0,1,1,1,2,1,1,2,2,1,3,2,3,4,3,4,2,6,1,4,6,5,0,5,8,6,7,1,1,1,0,3,4,2,4,5,5
1571,1571,8690,4,67,127543,6,2414,80,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,0,6,7,6,1,6,1,1,0,3,4,2,4,5,5
1572,1572,9025,4,27,132686,8,0,50,0,0,0,0,0,1,1,1,0,1,3,1,0,4,5,0,0,4,0,3,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
1573,1573,2182,4,41,438696,14,0,5,1,0,1,0,1,2,0,2,2,3,0,3,3,0,4,2,2,2,3,5,4,0,0,7,2,6,7,9,0,1,1,0,3,4,2,4,6,6
1574,1574,27291,4,19,220101,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1575,1575,11708,4,33,167309,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1576,1576,26089,4,43,45156,10,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6,1,2,2,4,0,1,3,4,3
1577,1577,9961,4,18,192409,8,0,25,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3,0,2,2,0,3,5,5,1,9
1578,1578,11062,4,40,277647,13,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
1579,1579,9613,4,46,330087,13,0,55,1,0,1,1,1,1,2,0,0,2,2,4,3,1,2,5,2,1,5,5,7,0,3,6,2,8,3,9,1,1,2,2,4,0,1,3,4,3
1580,1580,17786,3,25,374163,8,0,60,0,0,1,0,1,1,0,1,3,3,0,0,3,0,3,2,2,5,3,5,1,0,0,2,2,6,8,9,0,1,2,3,2,1,6,0,8,8
1581,1581,8899,4,36,66173,13,0,50,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1,0,2,2,0,3,5,5,1,9
1582,1582,15868,4,37,279029,13,0,40,0,0,0,1,1,0,2,0,1,3,2,1,3,1,5,5,3,4,5,2,0,2,2,4,7,6,5,2,0,0,0,1,0,3,5,1,2,0
1583,1583,10803,4,21,201603,9,2176,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1584,1584,25263,4,18,60981,10,2176,35,0,0,0,0,0,1,0,2,0,0,3,1,1,2,5,4,5,4,2,3,5,7,7,8,0,0,0,5,2,0,2,2,0,3,5,5,1,9
1585,1585,16723,4,30,159773,13,0,45,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1586,1586,34111,1,56,76534,9,0,21,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1,1,2,2,4,0,6,3,8,3
1587,1587,35425,4,36,207853,13,15024,65,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,2,4,5,2,0,4,8,6,4,1,1,1,0,3,4,2,4,5,5
1588,1588,44766,4,42,180096,9,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1589,1589,33454,4,21,203178,9,0,35,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1590,1590,29254,4,19,340567,2,0,55,0,0,1,0,0,2,1,2,2,1,0,3,2,0,4,2,2,2,4,5,4,4,0,0,1,6,6,0,5,1,1,0,3,4,2,4,5,5
1591,1591,15980,4,45,311080,10,0,40,1,0,0,0,1,0,0,1,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,5,9,0,0,0,1,1,5,0,7,7,0
1592,1592,1901,4,65,27012,4,0,50,0,0,1,0,1,2,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,2,0,5,1,1,3,2,1,3,6,0,7
1593,1593,36260,4,33,157216,14,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1594,1594,3016,4,40,184378,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
1595,1595,31691,4,32,173998,10,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1596,1596,6658,4,31,37546,13,0,35,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,3,0,2,4,0,2,2,0,3,5,5,2,9
1597,1597,14948,4,44,106900,14,0,44,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,5,2,1,0,0,1,1,5,0,7,7,0
1598,1598,42257,4,53,95864,16,15024,50,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,2,3,5,5,0,4,8,6,4,1,1,1,0,3,4,2,6,5,5
1599,1599,38821,4,47,246891,13,15024,45,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,2,5,4,8,2,4,1,1,1,3,2,1,3,6,0,7
1600,1600,22513,4,34,340917,15,2829,50,0,0,1,1,1,1,2,0,3,3,2,0,3,0,3,2,2,5,3,5,1,0,0,2,2,6,8,9,0,1,2,3,2,1,6,0,8,8
1601,1601,35702,4,47,97075,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
1602,1602,39773,4,34,181091,10,0,50,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1603,1603,10477,4,27,200733,9,0,55,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1604,1604,24128,2,29,119429,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1,0,0,1,1,2,4,2,3,1
1605,1605,14493,4,38,218184,3,0,40,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,7,4,5,6,1,1,9,0,5,1,2,2,4,0,1,3,4,2
1606,1606,23014,4,41,162140,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,4,1,6,1,6,2,7,6,3,8,4,1,3,8,0,0,1,1,2,4,2,3,1
1607,1607,24636,2,29,188909,13,0,42,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1608,1608,32992,4,33,182556,8,0,40,0,0,0,0,0,0,1,2,1,1,3,2,0,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8,0,0,1,1,5,0,7,7,4
1609,1609,36010,4,45,176341,9,0,32,0,0,0,0,0,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,0,3,7,0,0,1,0,3,5,1,2,9
1610,1610,385,4,23,396099,9,0,25,0,0,1,0,0,1,0,2,0,3,0,4,3,0,2,2,2,1,3,4,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
1611,1611,36941,2,37,235070,9,0,35,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,7,0
1612,1612,14365,4,17,260797,6,0,23,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,3,6,3,1,2,2,4,0,6,0,8,8
1613,1613,32741,4,39,177140,9,0,40,1,0,0,0,0,0,1,1,1,1,1,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8,0,0,1,1,2,4,2,3,1
1614,1614,3707,4,41,343079,13,0,20,0,0,1,0,1,2,0,0,3,3,0,0,3,0,3,2,2,3,3,5,3,0,0,5,2,6,2,9,0,1,1,3,2,1,3,6,0,7
1615,1615,11904,4,25,335005,10,3137,40,0,0,0,0,0,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0,0,2,2,0,3,5,5,1,9
1616,1616,19577,4,53,108815,9,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6,1,2,2,4,0,1,3,4,2
1617,1617,13179,4,37,75024,9,0,25,0,0,0,0,0,1,1,1,0,0,1,1,1,2,2,1,5,1,2,4,5,3,1,8,4,2,9,4,3,0,2,2,0,0,1,5,1,2
1618,1618,18804,4,59,253062,15,0,55,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,4,1,1,2,3,2,1,3,6,0,7
1619,1619,47196,4,27,217530,9,0,45,0,0,0,0,0,0,1,2,1,1,3,2,0,4,1,4,1,0,1,5,6,7,3,1,0,7,4,8,9,0,0,1,1,5,0,7,7,4
1620,1620,9532,4,47,119199,10,0,35,1,0,0,0,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7,0,0,1,0,3,5,1,2,0
1621,1621,4867,4,42,174216,15,0,38,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,0,2,1,0,2,2,0,3,5,5,2,9
1622,1622,8790,4,47,246396,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,0,0,3,4,6,6,6,6,6,6,1,8,4,4,3,7,0,0,1,1,2,4,7,7,4
1623,1623,31651,4,27,103634,9,0,38,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2,0,0,1,1,2,4,2,3,1
1624,1624,35521,4,40,227823,12,0,70,0,0,1,1,1,1,2,0,0,1,1,0,0,3,3,0,0,5,4,5,1,1,3,2,6,7,8,1,6,1,2,2,2,1,6,0,8,8
1625,1625,28980,2,20,237305,10,0,35,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1,0,0,1,0,3,5,1,2,0
1626,1626,30503,4,18,206008,10,2176,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1627,1627,21898,4,33,255004,10,0,50,0,0,0,0,1,0,1,1,1,3,1,1,0,0,5,2,2,4,0,5,0,0,3,4,2,7,5,1,6,0,0,1,0,3,5,1,2,0
1628,1628,23588,4,39,262841,9,0,50,1,0,0,0,1,0,1,1,0,1,1,1,0,0,5,2,2,4,0,5,5,0,3,4,2,7,0,1,6,0,0,2,0,3,5,5,2,9
1629,1629,1414,4,52,173839,6,0,60,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,0,4,3,4,5,3,4,5,5,1,1,2,0,5,1,2,3,2,1,3,6,0,7
1630,1630,26163,4,35,160192,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8,0,0,1,1,5,0,7,7,4
1631,1631,2493,4,18,415520,7,0,20,0,0,1,0,0,1,0,2,3,3,0,0,3,2,3,2,5,3,2,4,3,3,1,5,3,2,2,6,3,1,2,3,2,1,3,6,0,7
1632,1632,45308,4,24,123226,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1633,1633,23272,2,36,359678,9,0,48,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1,0,2,2,0,3,5,5,1,9
1634,1634,30350,4,35,231180,9,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1635,1635,47656,4,65,109221,4,0,60,0,0,1,0,1,2,1,1,3,1,1,0,2,3,3,3,4,3,4,5,3,4,5,5,1,1,2,0,5,1,1,3,2,1,3,6,0,7
1636,1636,20912,4,36,185405,9,0,50,1,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6,0,0,1,1,5,0,7,7,4
1637,1637,16253,4,34,112820,9,2463,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
1638,1638,27817,4,21,140764,9,0,45,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2,0,0,1,1,5,0,7,7,0
1639,1639,33369,4,37,144005,10,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,5,1,6,0,0,1,1,5,0,7,7,0
1640,1640,25837,2,43,413760,10,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1,0,2,2,0,3,5,5,2,9
1641,1641,39540,4,49,169180,9,0,35,0,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1642,1642,24449,4,30,251120,4,0,38,0,0,1,0,0,1,1,1,0,1,0,4,2,3,2,3,2,1,4,5,7,4,5,6,1,1,9,0,5,1,2,2,4,0,1,3,4,2
1643,1643,32457,4,33,145402,9,0,35,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,5,8,0,0,1,1,5,0,7,7,4
1644,1644,29890,4,57,49893,14,0,60,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,2,1,1,2,3,2,1,3,6,0,7
1645,1645,8929,4,37,66686,9,0,40,1,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2,0,0,1,1,2,4,2,3,1
1646,1646,7029,0,37,33487,10,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1,1,2,2,4,0,6,3,4,3
1647,1647,13154,4,28,150025,5,0,50,1,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,7,4,5,6,1,1,3,0,5,1,2,2,4,0,1,3,4,3
1648,1648,44671,4,36,140676,13,0,50,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
1649,1649,18335,4,24,243368,1,0,36,0,0,1,0,0,2,1,1,3,1,0,0,2,3,3,3,2,3,4,5,3,4,5,5,1,1,2,0,5,1,1,3,2,1,3,6,0,7
1650,1650,1281,1,42,158926,12,0,40,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1,0,0,1,0,3,5,1,2,0
1651,1651,28631,2,21,205844,10,0,25,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,7,0
1652,1652,31701,4,24,103064,9,0,55,0,0,0,0,0,1,1,1,0,1,3,1,0,4,5,0,0,4,4,3,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
1653,1653,19681,4,23,210781,13,0,15,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3,1,2,3,2,1,3,6,0,7
1654,1654,31855,4,29,241431,9,0,45,0,0,0,0,0,0,1,2,1,3,0,2,0,0,1,4,2,0,1,5,6,7,3,1,0,7,4,8,6,0,0,1,1,5,0,7,7,4
1655,1655,13534,4,26,98155,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2,0,0,1,1,2,4,2,3,1
1656,1656,914,2,23,543028,9,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,7,5,5,2,4,1,3,4,1,1,2,2,4,0,6,3,4,3
1657,1657,17252,4,50,98975,13,15024,40,1,0,1,1,1,1,2,1,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1,1,2,3,2,1,3,6,0,7
1658,1658,41618,2,19,186682,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1659,1659,32044,4,36,258102,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,0,2,1,6,3,6,2,0,6,3,2,4,1,8,8,0,0,1,1,2,4,2,3,1
1660,1660,45970,4,32,296466,9,0,50,1,0,0,0,1,1,1,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,2,2,0,3,5,5,2,9
1661,1661,4976,4,22,99543,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,0,3,1,1,3,2,5,6,3,0,0,1,1,5,0,1,2,0
1662,1662,2868,4,25,210278,13,0,30,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,3,9,2,4,1,2,2,4,0,1,3,4,2
1663,1663,28674,4,26,337940,3,0,40,0,0,1,0,0,1,1,2,3,1,0,0,2,0,3,2,2,3,4,5,3,4,0,5,1,6,2,0,5,1,2,3,2,1,3,6,0,7
1664,1664,46382,4,20,175800,10,0,25,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3,0,0,1,1,5,0,7,7,0
1665,1665,29617,2,18,215110,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1666,1666,2432,1,35,356250,15,0,35,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,5,0,5,1,5,5,2,4,1,8,4,1,1,2,3,2,1,6,0,8,8
1667,1667,6515,4,26,126829,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
1668,1668,14791,4,55,153788,10,0,37,0,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1669,1669,898,4,30,87418,13,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4,0,0,1,0,3,5,1,2,0
1670,1670,6322,4,66,127139,13,0,40,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1,1,2,2,4,0,1,3,4,2
1671,1671,32107,4,66,93318,9,0,40,0,0,0,1,1,1,1,1,0,1,1,1,2,3,5,3,4,4,6,1,5,6,5,4,8,1,0,3,7,0,2,2,0,3,5,5,2,9
1672,1672,11438,4,37,77820,13,0,45,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,5,2,1,0,0,1,1,5,0,1,7,0
